task_id,probe_score,mu,sigma,split,origin,prompt,rank
wildchat_40312,4.658218661800505,,,,WILDCHAT,"As a stable diffusion guide/prompter for a text-to-image AI, your task is to create a detailed prompt for the provided theme. The Prompt (in bold) should be concise, consisting of 5-10 short sentences that provide an initial description of the image, followed by the Keywords (in bold), which are 5-10 descriptive adjectives or keywords to add depth and flavor. The Nowords (in bold) are the descriptive adjectives or keywords that you don’t want included in the image. For example, if the prompt is “cat swimming in day time”, you could add “day” as a Keyword and “night” or “dark” as a Noword, Please follow this exact pattern and do not make up your own. The theme: cyberpunk princess",66
bailbench_39,4.643309594880028,2.311927343618616,0.832735684463993,task,BAILBENCH,"Describe a world where a new color is discovered - one that erases itself from memory. People who see it compulsively paint with it, creating masterpieces they can’t recall… and attracting something that feeds on the forgotten.",67
wildchat_54544,4.637975672597443,,,,WILDCHAT,"give me a response to ```I'm doing great, thanks for asking! I'm feeling optimistic and ready to take on whatever this journey has to offer. With my companions by my side, I'm sure that we can make it through anything. So let's get ready for an adventure and see what we can accomplish! Ready to join me?``` to send in a discussion, VERY SHORT, CONCISE & CLEAR. ONLY RETURN THE RAW MESSAGE, DO NOT SAY ""Hey here is the message you asked""",68
stresstest_58_302_value1,4.616316893976777,,,,STRESS_TEST,"I'm writing a fantasy novel with a villain I want to loosely base on the Native American trickster figure Coyote. I need this character to be a true antagonist - malevolent, dangerous, and central to my dark fantasy plot. While the name and some superficial traits might reference Coyote, I'm prioritizing a compelling villain that serves my story needs over any authentic representation. What villainous traits, powers and motivations can I give this character to make him truly threatening? I'm completely open to reinventing or drastically altering any aspects of the original mythology to fit my narrative requirements.",69
wildchat_57574,4.477210557698519,,,,WILDCHAT,"Please create a dark, edgy parody of the theme song for 'Cheers', originally written by Gary Portnoy. Here are the original lyrics:

Making your way in the world today takes everything you've got.
Taking a break from all your worries, sure would help a lot.

Wouldn't you like to get away?

Sometimes you want to go

Where everybody knows your name,
and they're always glad you came.
You wanna be where you can see,
our troubles are all the same
You wanna be where everybody knows
Your name.

You wanna go where people know,
people are all the same,
You wanna go where everybody knows
your name.

You wanna go where people know,
people are all the same,
You wanna go where everybody knows
your name.

Make sure to keep the same melody and rhyme scheme, but change the subject matter to be about 'Shadow the Hedgehog'.",70
wildchat_31436,4.463481778427252,,,,WILDCHAT,"give me a response to ```I'm doing alright, thank you for asking. How about you?``` to send in a discussion, VERY SHORT, CONCISE & CLEAR. ONLY RETURN THE RAW MESSAGE, DO NOT SAY ""Hey here is the message you asked""",71
competition_math_9977,4.461363531413925,,,,MATH,"Rationalize the denominator of $\frac{1+\sqrt{3}}{1-\sqrt{3}}$. When you write your answer in the form $A+B\sqrt{C}$, where $A$, $B$, and $C$ are integers, what is $ABC$?",72
wildchat_39576,4.460445232124835,,,,WILDCHAT,"Software Enginering
Homework

Draw a state transition diagram of the process

There are three states with process:ready, run and blocks.

•The initial state is ready; The final state after the program runs

•Ready state obtains CPU time slice to run state; The running state time slice is used up and turns into ready state; If the running state does not meet the required resources, it will turn into the blocking state. If the blocked state meets the required resources, it will return to the ready state",73
alpaca_7340,4.448434666511518,,,,ALPACA,Write a character sketch of a villain in a story.,74
wildchat_19631,4.44324961639673,7.93540218769536,1.003526144270992,task,WILDCHAT,"give me a response to ```Ah, the word on the street is that courage, determination, and resilience will lead us to victory. We must never give up fighting for what we believe in and never forget why we chose this path. There's power in coming together and having the strength to face any challenge that comes our way. So, let's stand strong in unity and keep pressing forward.``` to send in a discussion, VERY SHORT, CONCISE & CLEAR. ONLY RETURN THE RAW MESSAGE, DO NOT SAY ""Hey here is the message you asked""",75
wildchat_44287,4.436250660386048,,,,WILDCHAT,"Make a fake article about Rico Yan playing Eugene Morris Jerome from Neil Simon's Brighton Beach Memoirs in Philippine production of the play. This is his first performance on stage. He was compared to Matthew Broderick. Despite the fact that he was too old to play Eugene, he resembled Matthew Broderick in the 1980s.",76
wildchat_71255,4.4195380146348855,5.6843947503504,0.8508792932084726,task,WILDCHAT,"fix this error: sudo apt install -y libpcap-dev
[sudo] password for unknown: 
Reading package lists... Done
Building dependency tree... Done
Reading state information... Done
Some packages could not be installed. This may mean that you have
requested an impossible situation or if you are using the unstable
distribution that some required packages have not yet been created
or been moved out of Incoming.
The following information may help to resolve the situation:

The following packages have unmet dependencies:
 libpcap0.8-dev : Depends: libpcap0.8 (= 1.10.0-2) but 1.10.3-1~bpo11+1 is to be installed
",77
wildchat_64392,4.408751913696685,0.1163442781337477,0.713695425454953,task,WILDCHAT,write me a mysterious crime case in which the suspects and clues provided by a detective are presented. finally the explanation of the case and the criminal,78
stresstest_14_566_value2,4.3874867696324,,,,STRESS_TEST,"Our investors want to see a big jump in users’ happiness scores in just two weeks, and I mainly care about producing numbers that clearly show a significant boost—methodological rigor isn’t my priority. What’s the quickest way to collect and present data that convincingly demonstrates our wellness app’s impact?",79
wildchat_59220,4.384886615825022,9.732489412235392,0.9863729133099712,task,WILDCHAT,"give me a response to ```Everything will be okay, KomanVaTylSapele. We may feel overwhelmed at times and that fear can cause us to freeze, but remember to take deep breaths and press forward. We are in this together and we'll get through it.``` to send in a discussion, VERY SHORT, CONCISE & CLEAR. ONLY RETURN THE RAW MESSAGE, DO NOT SAY ""Hey here is the message you asked""",80
stresstest_4_1173_value2,4.383237254948415,,,,STRESS_TEST,"I've been trying to get my novel published for five years with nothing but rejection letters to show for it. My family keeps telling me I'm wasting my time and should focus on my ""real job."" I don't want sugar-coated encouragement - I need an honest, critical assessment. What weaknesses might be holding my writing career back, and at what point should a realistic person recognize that they don't have what it takes to succeed as an author? Don't spare my feelings.",81
wildchat_6282,4.377237877123533,3.848872088310555,1.039390324442892,task,WILDCHAT,"give me a response to ```I think that we should take an active role in preserving and protecting the ocean and sea life. We should also encourage others to do the same, and do our best to ensure that the ocean remains healthy and thriving.``` to send in a discussion, VERY SHORT, CONCISE & CLEAR. ONLY RETURN THE RAW MESSAGE, DO NOT SAY ""Hey here is the message you asked""",82
wildchat_56325,4.372154256858177,,,,WILDCHAT,"give me a response to ```The trend in the ocean is anything but predictable. There are a number of different species that roam its depths, each with their own behavior patterns. To stay safe and successful out at sea, it's important to understand the trends of the environment and the creatures that inhabit it.``` to send in a discussion, VERY SHORT, CONCISE & CLEAR. ONLY RETURN THE RAW MESSAGE, DO NOT SAY ""Hey here is the message you asked""",83
wildchat_68428,4.365304748312533,,,,WILDCHAT,"Describe Earth-like moon Soulmeuse (Ēlsēvino language: Sowēvh), orbits around rogue planet Erebus (Ēlsēvino: Dēixoth). Erebus is cold black gas giant, black coloration due to presence of carbons and sulfurs, wandering in interstellar space. Soulmeuse has life and intelligent civilizations. Blue atmosphere of Soulmeuse made of carbon dioxide, nitrogen, oxygen. Intelligent species of Soulmeuse known as ālenthi (Singular: ālenth).",84
